country,year,source,share
Brazil,2000,coal,3.132433652877808
Brazil,2001,coal,3.372393846511841
Brazil,2002,coal,2.637972831726074
Brazil,2003,coal,2.472625494003296
Brazil,2004,coal,2.6761982440948486
Brazil,2005,coal,2.6496639251708984
Brazil,2006,coal,2.4961259365081787
Brazil,2007,coal,2.2644052505493164
Brazil,2008,coal,2.5821495056152344
Brazil,2009,coal,2.138704776763916
Brazil,2010,coal,2.188832998275757
Brazil,2011,coal,2.369489908218384
Brazil,2012,coal,2.619004487991333
Brazil,2013,coal,3.84878134727478
Brazil,2014,coal,4.555075645446777
Brazil,2015,coal,4.641960144042969
Brazil,2016,coal,4.434348583221436
Brazil,2017,coal,3.877350091934204
Brazil,2018,coal,3.458653926849365
Brazil,2019,coal,3.423175811767578
Brazil,2020,coal,2.82301664352417
Brazil,2021,coal,3.692870140075684
Brazil,2022,coal,2.12652850151062
Brazil,2023,coal,1.8796249628067017
Brazil,2024,coal,2.1737380027771
China,2000,coal,78.21334075927734
China,2001,coal,76.2525405883789
China,2002,coal,77.54306030273438
China,2003,coal,79.555419921875
China,2004,coal,78.17420196533203
China,2005,coal,79.19776153564453
China,2006,coal,80.343505859375
China,2007,coal,80.95893859863281
China,2008,coal,77.49130249023438
China,2009,coal,78.37960052490234
China,2010,coal,76.85945129394531
China,2011,coal,78.31221008300781
China,2012,coal,75.15107727050781
China,2013,coal,75.06715393066406
China,2014,coal,72.53595733642578
China,2015,coal,69.58662414550781
China,2016,coal,67.76849365234375
China,2017,coal,67.0765380859375
China,2018,coal,66.47721099853516
China,2019,coal,64.7053451538086
China,2020,coal,63.27093505859375
China,2021,coal,62.498680114746094
China,2022,coal,61.19219970703125
China,2023,coal,60.83403396606445
China,2024,coal,57.7740592956543
Denmark,2000,coal,46.499305725097656
Denmark,2001,coal,47.469364166259766
Denmark,2002,coal,46.70077133178711
Denmark,2003,coal,55.05764389038086
Denmark,2004,coal,46.3966178894043
Denmark,2005,coal,42.849220275878906
Denmark,2006,coal,54.07130432128906
Denmark,2007,coal,50.81757736206055
Denmark,2008,coal,47.8618392944336
Denmark,2009,coal,48.80000305175781
Denmark,2010,coal,43.89677429199219
Denmark,2011,coal,39.81771469116211
Denmark,2012,coal,34.478248596191406
Denmark,2013,coal,41.28864288330078
Denmark,2014,coal,34.51935195922852
Denmark,2015,coal,24.70465660095215
Denmark,2016,coal,29.177631378173828
Denmark,2017,coal,20.097087860107425
Denmark,2018,coal,21.747766494750977
Denmark,2019,coal,11.27000331878662
Denmark,2020,coal,10.706788063049316
Denmark,2021,coal,13.274605751037598
Denmark,2022,coal,12.595962524414062
Denmark,2023,coal,7.43898868560791
Denmark,2024,coal,4.974417209625244
Denmark,2025,coal,2.663076162338257
Germany,2000,coal,52.14517593383789
Germany,2001,coal,50.737552642822266
Germany,2002,coal,51.32246017456055
Germany,2003,coal,50.600467681884766
Germany,2004,coal,49.01082611083984
Germany,2005,coal,46.97883605957031
Germany,2006,coal,45.84734725952149
Germany,2007,coal,47.07653427124024
Germany,2008,coal,43.52591323852539
Germany,2009,coal,43.10667037963867
Germany,2010,coal,42.11563491821289
Germany,2011,coal,43.38181686401367
Germany,2012,coal,44.56688690185547
Germany,2013,coal,45.7685546875
Germany,2014,coal,44.34909057617188
Germany,2015,coal,42.58648300170898
Germany,2016,coal,40.80153274536133
Germany,2017,coal,37.43598937988281
Germany,2018,coal,36.08527755737305
Germany,2019,coal,28.57071304321289
Germany,2020,coal,23.74944877624512
Germany,2021,coal,28.445310592651367
Germany,2022,coal,31.740402221679688
Germany,2023,coal,24.773174285888672
Germany,2024,coal,21.5697021484375
Germany,2025,coal,20.73616981506348
India,2000,coal,68.29486083984375
India,2001,coal,69.66336059570312
India,2002,coal,69.99212646484375
India,2003,coal,69.18183135986328
India,2004,coal,66.30341339111328
India,2005,coal,67.91574096679688
India,2006,coal,67.89892578125
India,2007,coal,66.97184753417969
India,2008,coal,69.18313598632812
India,2009,coal,69.55259704589844
India,2010,coal,68.66476440429688
India,2011,coal,67.92951965332031
India,2012,coal,72.31858825683594
India,2013,coal,74.30316162109375
India,2014,coal,75.47032928466797
India,2015,coal,76.80303955078125
India,2016,coal,76.96443176269531
India,2017,coal,76.26145935058594
India,2018,coal,76.28034210205078
India,2019,coal,74.4026107788086
India,2020,coal,72.8072509765625
India,2021,coal,74.58831787109375
India,2022,coal,74.43608856201172
India,2023,coal,75.32373809814453
India,2024,coal,74.76603698730469
Ireland,2000,coal,28.87383460998535
Ireland,2001,coal,28.72253799438477
Ireland,2002,coal,27.500001907348636
Ireland,2003,coal,24.979854583740234
Ireland,2004,coal,24.741857528686523
Ireland,2005,coal,24.980453491210938
Ireland,2006,coal,21.72146415710449
Ireland,2007,coal,19.202259063720703
Ireland,2008,coal,17.196386337280273
Ireland,2009,coal,14.316391944885254
Ireland,2010,coal,12.62895679473877
Ireland,2011,coal,14.522668838500977
Ireland,2012,coal,18.53082275390625
Ireland,2013,coal,16.758026123046875
Ireland,2014,coal,15.36074447631836
Ireland,2015,coal,17.361854553222656
Ireland,2016,coal,15.562912940979004
Ireland,2017,coal,11.872146606445312
Ireland,2018,coal,6.9579291343688965
Ireland,2019,coal,1.6606968641281128
Ireland,2020,coal,2.095714807510376
Ireland,2021,coal,8.613046646118164
Ireland,2022,coal,7.051472187042236
Ireland,2023,coal,3.865814924240112
Ireland,2024,coal,2.034883737564087
Ireland,2025,coal,0.5162955522537231
United Kingdom,2000,coal,31.811912536621094
United Kingdom,2001,coal,34.16586685180664
United Kingdom,2002,coal,32.09379196166992
United Kingdom,2003,coal,34.770599365234375
United Kingdom,2004,coal,33.45602798461914
United Kingdom,2005,coal,33.79942321777344
United Kingdom,2006,coal,37.468223571777344
United Kingdom,2007,coal,34.258209228515625
United Kingdom,2008,coal,31.97758102416992
United Kingdom,2009,coal,27.348974227905277
United Kingdom,2010,coal,28.160497665405277
United Kingdom,2011,coal,29.46979522705078
United Kingdom,2012,coal,39.242034912109375
United Kingdom,2013,coal,36.35703659057617
United Kingdom,2014,coal,29.64978790283203
United Kingdom,2015,coal,22.392066955566406
United Kingdom,2016,coal,9.042396545410156
United Kingdom,2017,coal,6.6613450050354
United Kingdom,2018,coal,5.042545318603516
United Kingdom,2019,coal,2.1149790287017822
United Kingdom,2020,coal,1.8369320631027224
United Kingdom,2021,coal,2.205261468887329
United Kingdom,2022,coal,1.8300573825836184
United Kingdom,2023,coal,1.2921751737594604
United Kingdom,2024,coal,0.6686373949050903
United Kingdom,2025,coal,0.1127126216888427
United States,2000,coal,51.71536636352539
United States,2001,coal,51.07777786254883
United States,2002,coal,50.28653335571289
United States,2003,coal,51.01500701904297
United States,2004,coal,50.05883407592773
United States,2005,coal,49.8853759765625
United States,2006,coal,49.1855583190918
United States,2007,coal,48.67654800415039
United States,2008,coal,48.345359802246094
United States,2009,coal,44.56802749633789
United States,2010,coal,44.90318298339844
United States,2011,coal,42.39386367797852
United States,2012,coal,37.47002410888672
United States,2013,coal,38.985748291015625
United States,2014,coal,38.61587524414063
United States,2015,coal,33.11467361450195
United States,2016,coal,30.31515121459961
United States,2017,coal,29.75685310363769
United States,2018,coal,27.35871315002441
United States,2019,coal,23.20519256591797
United States,2020,coal,19.12826156616211
United States,2021,coal,21.61969566345215
United States,2022,coal,19.396577835083008
United States,2023,coal,15.870339393615724
United States,2024,coal,14.852128982543944
Brazil,2000,gas,1.1664230823516846
Brazil,2001,gas,3.019327402114868
Brazil,2002,gas,3.5896100997924805
Brazil,2003,gas,3.5977933406829834
Brazil,2004,gas,4.970450878143311
Brazil,2005,gas,4.666683197021484
Brazil,2006,gas,4.3533196449279785
Brazil,2007,gas,3.4819724559783936
Brazil,2008,gas,6.21356725692749
Brazil,2009,gas,2.8594717979431152
Brazil,2010,gas,7.072508811950684
Brazil,2011,gas,4.720174312591553
Brazil,2012,gas,8.463348388671875
Brazil,2013,gas,12.087661743164062
Brazil,2014,gas,13.72788143157959
Brazil,2015,gas,13.67640495300293
Brazil,2016,gas,9.756603240966797
Brazil,2017,gas,11.129776000976562
Brazil,2018,gas,9.082292556762695
Brazil,2019,gas,10.414791107177734
Brazil,2020,gas,9.45988941192627
Brazil,2021,gas,13.248019218444824
Brazil,2022,gas,6.218619346618652
Brazil,2023,gas,5.449641227722168
Brazil,2024,gas,6.538647174835205
China,2000,gas,0.4256417751312256
China,2001,gas,0.3329303860664367
China,2002,gas,0.2533237338066101
China,2003,gas,0.2700750529766083
China,2004,gas,0.3385815024375915
China,2005,gas,0.4855495095252991
China,2006,gas,0.8312047123908997
China,2007,gas,1.0333563089370728
China,2008,gas,0.9889122843742372
China,2009,gas,1.522624135017395
China,2010,gas,1.847564697265625
China,2011,gas,2.3078620433807373
China,2012,gas,2.2105085849761963
China,2013,gas,2.1428189277648926
China,2014,gas,2.3001320362091064
China,2015,gas,2.8705427646636963
China,2016,gas,3.06986927986145
China,2017,gas,3.0767180919647217
China,2018,gas,3.007197618484497
China,2019,gas,3.0985827445983887
China,2020,gas,3.24588942527771
China,2021,gas,3.36408805847168
China,2022,gas,3.114804267883301
China,2023,gas,3.1491730213165283
China,2024,gas,3.1795759201049805
Denmark,2000,gas,24.463043212890625
Denmark,2001,gas,24.693660736083984
Denmark,2002,gas,24.52685546875
Denmark,2003,gas,21.231237411499023
Denmark,2004,gas,24.7017879486084
Denmark,2005,gas,24.334810256958008
Denmark,2006,gas,20.68661880493164
Denmark,2007,gas,17.98671531677246
Denmark,2008,gas,19.407894134521484
Denmark,2009,gas,18.399999618530277
Denmark,2010,gas,20.41290283203125
Denmark,2011,gas,16.633438110351562
Denmark,2012,gas,13.70624828338623
Denmark,2013,gas,9.881537437438965
Denmark,2014,gas,6.554306507110596
Denmark,2015,gas,6.323835849761963
Denmark,2016,gas,7.434210777282715
Denmark,2017,gas,6.537216663360596
Denmark,2018,gas,6.8520355224609375
Denmark,2019,gas,7.150152683258057
Denmark,2020,gas,4.128761291503906
Denmark,2021,gas,4.67800760269165
Denmark,2022,gas,2.900199174880981
Denmark,2023,gas,2.940311908721924
Denmark,2024,gas,2.5866971015930176
Denmark,2025,gas,2.4236984252929688
Germany,2000,gas,8.64750862121582
Germany,2001,gas,9.586485862731934
Germany,2002,gas,9.644373893737791
Germany,2003,gas,10.396491050720217
Germany,2004,gas,10.280511856079102
Germany,2005,gas,11.769980430603027
Germany,2006,gas,11.85814094543457
Germany,2007,gas,12.272223472595217
Germany,2008,gas,13.993579864501951
Germany,2009,gas,13.652288436889648
Germany,2010,gas,14.21957302093506
Germany,2011,gas,14.160329818725586
Germany,2012,gas,12.253754615783691
Germany,2013,gas,10.640155792236328
Germany,2014,gas,9.79555606842041
Germany,2015,gas,9.617159843444824
Germany,2016,gas,12.567028045654297
Germany,2017,gas,13.350711822509766
Germany,2018,gas,12.899347305297852
Germany,2019,gas,14.99774932861328
Germany,2020,gas,16.76224136352539
Germany,2021,gas,15.60216236114502
Germany,2022,gas,13.944750785827637
Germany,2023,gas,15.219679832458496
Germany,2024,gas,15.905957221984863
Germany,2025,gas,16.619089126586914
India,2000,gas,9.793661117553713
India,2001,gas,9.542902946472168
India,2002,gas,10.31428337097168
India,2003,gas,11.408333778381348
India,2004,gas,10.96631908416748
India,2005,gas,10.712258338928224
India,2006,gas,10.034523010253906
India,2007,gas,11.309120178222656
India,2008,gas,10.366847038269045
India,2009,gas,11.8787202835083
India,2010,gas,12.604790687561035
India,2011,gas,11.38794231414795
India,2012,gas,8.843092918395996
India,2013,gas,5.810397624969482
India,2014,gas,5.08548641204834
India,2015,gas,4.942161560058594
India,2016,gas,5.205996036529541
India,2017,gas,5.127906799316406
India,2018,gas,4.534088611602783
India,2019,gas,4.465670585632324
India,2020,gas,4.760753154754639
India,2021,gas,3.5881474018096924
India,2022,gas,2.5562801361083984
India,2023,gas,2.6472535133361816
India,2024,gas,2.7800216674804688
Ireland,2000,gas,39.204063415527344
Ireland,2001,gas,37.22538375854492
Ireland,2002,gas,43.66935729980469
Ireland,2003,gas,52.53827667236328
Ireland,2004,gas,51.23113250732422
Ireland,2005,gas,45.23064804077149
Ireland,2006,gas,50.94200134277344
Ireland,2007,gas,56.68902206420898
Ireland,2008,gas,55.938438415527344
Ireland,2009,gas,58.33929443359375
Ireland,2010,gas,64.42546844482422
Ireland,2011,gas,56.87431335449219
Ireland,2012,gas,52.19638442993164
Ireland,2013,gas,51.40955352783203
Ireland,2014,gas,49.03025436401367
Ireland,2015,gas,44.38502883911133
Ireland,2016,gas,50.794700622558594
Ireland,2017,gas,51.14155197143555
Ireland,2018,gas,51.84466171264648
Ireland,2019,gas,51.807228088378906
Ireland,2020,gas,50.79762268066406
Ireland,2021,gas,48.00506591796875
Ireland,2022,gas,49.2115478515625
Ireland,2023,gas,49.07348251342773
Ireland,2024,gas,49.06330871582031
Ireland,2025,gas,48.144561767578125
United Kingdom,2000,gas,39.27226638793945
United Kingdom,2001,gas,36.88177490234375
United Kingdom,2002,gas,39.3244514465332
United Kingdom,2003,gas,37.38731002807617
United Kingdom,2004,gas,39.871036529541016
United Kingdom,2005,gas,38.31806182861328
United Kingdom,2006,gas,35.44944381713867
United Kingdom,2007,gas,41.78070068359375
United Kingdom,2008,gas,45.3054313659668
United Kingdom,2009,gas,44.19258880615234
United Kingdom,2010,gas,45.97445297241211
United Kingdom,2011,gas,39.813026428222656
United Kingdom,2012,gas,27.529062271118164
United Kingdom,2013,gas,26.75002670288086
United Kingdom,2014,gas,29.842050552368164
United Kingdom,2015,gas,29.47443008422852
United Kingdom,2016,gas,42.19883346557617
United Kingdom,2017,gas,40.4322624206543
United Kingdom,2018,gas,39.39657211303711
United Kingdom,2019,gas,40.67667007446289
United Kingdom,2020,gas,36.05865478515625
United Kingdom,2021,gas,39.89606857299805
United Kingdom,2022,gas,38.54520034790039
United Kingdom,2023,gas,34.751991271972656
United Kingdom,2024,gas,30.370214462280277
United Kingdom,2025,gas,31.05061912536621
United States,2000,gas,16.17500877380371
United States,2001,gas,17.14602279663086
United States,2002,gas,17.975252151489258
United States,2003,gas,16.798141479492188
United States,2004,gas,17.96834373474121
United States,2005,gas,18.859031677246094
United States,2006,gas,20.17425537109375
United States,2007,gas,21.643329620361328
United States,2008,gas,21.496618270874023
United States,2009,gas,23.37619400024414
United States,2010,gas,24.00861549377441
United States,2011,gas,24.791444778442383
United States,2012,gas,30.338781356811523
United States,2013,gas,27.73540687561035
United States,2014,gas,27.50506019592285
United States,2015,gas,32.65140151977539
United States,2016,gas,33.719627380371094
United States,2017,gas,31.99261474609375
United States,2018,gas,34.96638488769531
United States,2019,gas,38.135284423828125
United States,2020,gas,40.17060852050781
United States,2021,gas,38.01960372924805
United States,2022,gas,39.35393905639648
United States,2023,gas,42.45647048950195
United States,2024,gas,42.58464050292969
Brazil,2000,oil,4.476542472839356
Brazil,2001,oil,4.973368167877197
Brazil,2002,oil,4.029272079467773
Brazil,2003,oil,3.0983285903930664
Brazil,2004,oil,3.321376085281372
Brazil,2005,oil,3.111122131347656
Brazil,2006,oil,3.118369102478028
Brazil,2007,oil,3.252835988998413
Brazil,2008,oil,3.873224496841431
Brazil,2009,oil,3.17480731010437
Brazil,2010,oil,3.1213650703430176
Brazil,2011,oil,2.771927118301392
Brazil,2012,oil,3.4515836238861084
Brazil,2013,oil,4.531997203826904
Brazil,2014,oil,5.833545207977295
Brazil,2015,oil,4.939610004425049
Brazil,2016,oil,2.6015305519104004
Brazil,2017,oil,3.074730396270752
Brazil,2018,oil,2.495884418487549
Brazil,2019,oil,2.229485273361206
Brazil,2020,oil,2.315669059753418
Brazil,2021,oil,3.447592735290528
Brazil,2022,oil,1.801642179489136
Brazil,2023,oil,1.6282551288604736
Brazil,2024,oil,1.838491678237915
China,2000,oil,3.4870169162750244
China,2001,oil,3.2766292095184326
China,2002,oil,3.0658822059631348
China,2003,oil,2.86980938911438
China,2004,oil,2.974161386489868
China,2005,oil,2.0201897621154785
China,2006,oil,1.3232276439666748
China,2007,oil,0.856000542640686
China,2008,oil,0.5380803942680359
China,2009,oil,0.326276570558548
China,2010,oil,0.8250220417976379
China,2011,oil,0.7171622514724731
China,2012,oil,0.6259598731994629
China,2013,oil,0.6075524687767029
China,2014,oil,0.6154164671897888
China,2015,oil,0.6270443797111511
China,2016,oil,0.8569807410240173
China,2017,oil,0.8486714959144592
China,2018,oil,0.7870345711708069
China,2019,oil,0.6992802023887634
China,2020,oil,0.6873572468757629
China,2021,oil,0.6685993075370789
China,2022,oil,0.7902846932411194
China,2023,oil,0.8139417767524719
China,2024,oil,0.8811445832252502
Denmark,2000,oil,13.50069808959961
Denmark,2001,oil,12.253595352172852
Denmark,2002,oil,11.40665054321289
Denmark,2003,oil,6.156188488006592
Denmark,2004,oil,5.218687534332275
Denmark,2005,oil,5.654101371765137
Denmark,2006,oil,5.017605781555176
Denmark,2007,oil,4.879918098449707
Denmark,2008,oil,5.043859958648682
Denmark,2009,oil,5.020689964294434
Denmark,2010,oil,3.612903118133545
Denmark,2011,oil,3.189974308013916
Denmark,2012,oil,3.271180868148804
Denmark,2013,oil,2.715977907180786
Denmark,2014,oil,2.777777671813965
Denmark,2015,oil,3.196664333343506
Denmark,2016,oil,2.894736766815185
Denmark,2017,oil,2.8155341148376465
Denmark,2018,oil,2.7143330574035645
Denmark,2019,oil,3.0303030014038086
Denmark,2020,oil,3.114065647125244
Denmark,2021,oil,2.764277219772339
Denmark,2022,oil,3.639465570449829
Denmark,2023,oil,3.175536870956421
Denmark,2024,oil,3.212052345275879
Denmark,2025,oil,3.710353374481201
Germany,2000,oil,3.1725106239318848
Germany,2001,oil,3.544408798217773
Germany,2002,oil,3.174249649047852
Germany,2003,oil,3.833695888519287
Germany,2004,oil,3.7926511764526367
Germany,2005,oil,4.325496196746826
Germany,2006,oil,4.23833703994751
Germany,2007,oil,4.211694240570068
Germany,2008,oil,4.070917129516602
Germany,2009,oil,3.950948715209961
Germany,2010,oil,4.25978422164917
Germany,2011,oil,4.044628143310547
Germany,2012,oil,3.9963860511779785
Germany,2013,oil,4.009909629821777
Germany,2014,oil,3.987070798873901
Germany,2015,oil,4.000500679016113
Germany,2016,oil,3.95778751373291
Germany,2017,oil,3.904043436050415
Germany,2018,oil,3.7372679710388175
Germany,2019,oil,3.732773303985596
Germany,2020,oil,3.75474214553833
Germany,2021,oil,3.842233419418335
Germany,2022,oil,3.819150447845459
Germany,2023,oil,4.161289691925049
Germany,2024,oil,4.136238098144531
Germany,2025,oil,3.8014633655548096
India,2000,oil,5.103344440460205
India,2001,oil,4.570970058441162
India,2002,oil,4.581392288208008
India,2003,oil,4.8720479011535645
India,2004,oil,4.048287391662598
India,2005,oil,3.6010334491729736
India,2006,oil,2.563034772872925
India,2007,oil,1.6778438091278076
India,2008,oil,1.843290328979492
India,2009,oil,1.4886811971664429
India,2010,oil,1.1512296199798584
India,2011,oil,0.905726969242096
India,2012,oil,0.925194263458252
India,2013,oil,0.9332036375999452
India,2014,oil,0.9176279902458192
India,2015,oil,0.70656818151474
India,2016,oil,0.67458575963974
India,2017,oil,0.6010708212852478
India,2018,oil,0.4072153568267822
India,2019,oil,0.1905435621738433
India,2020,oil,0.1966937631368637
India,2021,oil,0.2013877481222152
India,2022,oil,0.1926760971546173
India,2023,oil,0.2006284594535827
India,2024,oil,0.201457992196083
Ireland,2000,oil,26.926332473754883
Ireland,2001,oil,29.861677169799805
Ireland,2002,oil,23.26613044738769
Ireland,2003,oil,17.8887996673584
Ireland,2004,oil,18.506750106811523
Ireland,2005,oil,22.478498458862305
Ireland,2006,oil,18.2120418548584
Ireland,2007,oil,14.18990421295166
Ireland,2008,oil,14.821009635925291
Ireland,2009,oil,12.598424911499023
Ireland,2010,oil,9.711846351623535
Ireland,2011,oil,8.588278770446777
Ireland,2012,oil,9.892950057983398
Ireland,2013,oil,9.788566589355469
Ireland,2014,oil,10.822342872619627
Ireland,2015,oil,10.231728553771973
Ireland,2016,oil,8.774834632873535
Ireland,2017,oil,8.023483276367188
Ireland,2018,oil,8.187702178955078
Ireland,2019,oil,8.140670776367188
Ireland,2020,oil,5.004692077636719
Ireland,2021,oil,6.649777889251709
Ireland,2022,oil,4.849747180938721
Ireland,2023,oil,2.236421823501587
Ireland,2024,oil,2.8746769428253174
Ireland,2025,oil,2.9686996936798096
United Kingdom,2000,oil,3.728849649429321
United Kingdom,2001,oil,3.0589704513549805
United Kingdom,2002,oil,3.0239646434783936
United Kingdom,2003,oil,2.8854122161865234
United Kingdom,2004,oil,2.774675130844116
United Kingdom,2005,oil,3.1429648399353027
United Kingdom,2006,oil,3.534120559692383
United Kingdom,2007,oil,3.117360830307007
United Kingdom,2008,oil,3.581345319747925
United Kingdom,2009,oil,3.418621778488159
United Kingdom,2010,oil,2.7482595443725586
United Kingdom,2011,oil,2.405087471008301
United Kingdom,2012,oil,2.544865131378174
United Kingdom,2013,oil,2.333370447158813
United Kingdom,2014,oil,2.5703976154327397
United Kingdom,2015,oil,2.7768759727478027
United Kingdom,2016,oil,3.1369776725769043
United Kingdom,2017,oil,2.870912313461304
United Kingdom,2018,oil,3.06807279586792
United Kingdom,2019,oil,3.4414255619049072
United Kingdom,2020,oil,2.848856210708618
United Kingdom,2021,oil,3.1438779830932617
United Kingdom,2022,oil,3.4105613231658936
United Kingdom,2023,oil,3.698765754699707
United Kingdom,2024,oil,4.029419898986816
United Kingdom,2025,oil,4.361637115478516
United States,2000,oil,3.051471471786499
United States,2001,oil,3.6374902725219727
United States,2002,oil,2.697289228439331
United States,2003,oil,3.4216091632843018
United States,2004,oil,3.2864789962768555
United States,2005,oil,3.125905990600586
United States,2006,oil,1.7694851160049438
United States,2007,oil,1.8150569200515747
United States,2008,oil,1.3494728803634644
United States,2009,oil,1.231782078742981
United States,2010,oil,1.1546108722686768
United States,2011,oil,1.0225318670272827
United States,2012,oil,0.96741384267807
United States,2013,oil,0.9926989078521729
United States,2014,oil,1.06664776802063
United States,2015,oil,1.088151454925537
United States,2016,oil,0.9663466811180116
United States,2017,oil,0.935022234916687
United States,2018,oil,1.0158156156539917
United States,2019,oil,0.9003506302833557
United States,2020,oil,0.8493314981460571
United States,2021,oil,0.8474535346031189
United States,2022,oil,0.9013527035713196
United States,2023,oil,0.7788128852844238
United States,2024,oil,0.6939162015914917
Brazil,2000,hydro,87.23812866210938
Brazil,2001,hydro,81.53401947021484
Brazil,2002,hydro,82.75193786621094
Brazil,2003,hydro,83.87167358398438
Brazil,2004,hydro,82.78923034667969
Brazil,2005,hydro,83.72242736816406
Brazil,2006,hydro,83.15650939941406
Brazil,2007,hydro,84.0211181640625
Brazil,2008,hydro,79.78755950927734
Brazil,2009,hydro,83.87283325195312
Brazil,2010,hydro,78.18728637695312
Brazil,2011,hydro,80.54949188232422
Brazil,2012,hydro,75.1746597290039
Brazil,2013,hydro,68.4949951171875
Brazil,2014,hydro,63.23596954345703
Brazil,2015,hydro,61.89394760131836
Brazil,2016,hydro,65.80006408691406
Brazil,2017,hydro,62.93864059448242
Brazil,2018,hydro,64.6784896850586
Brazil,2019,hydro,62.823486328125
Brazil,2020,hydro,63.041542053222656
Brazil,2021,hydro,55.27422332763672
Brazil,2022,hydro,63.0737190246582
Brazil,2023,hydro,60.15929412841797
Brazil,2024,hydro,55.4108772277832
China,2000,hydro,16.406757354736328
China,2001,hydro,18.73526954650879
China,2002,hydro,17.41041374206543
China,2003,hydro,14.84784698486328
China,2004,hydro,16.04585838317871
China,2005,hydro,15.879148483276367
China,2006,hydro,15.206998825073242
China,2007,hydro,14.787569046020508
China,2008,hydro,18.220932006835938
China,2009,hydro,16.57334327697754
China,2010,hydro,16.90879249572754
China,2011,hydro,14.59870719909668
China,2012,hydro,17.298908233642578
China,2013,hydro,16.746538162231445
China,2014,hydro,18.288015365600582
China,2015,hydro,19.16767883300781
China,2016,hydro,18.80384635925293
China,2017,hydro,17.64055824279785
China,2018,hydro,16.72992706298828
China,2019,hydro,16.959444046020508
China,2020,hydro,16.990591049194336
China,2021,hydro,15.232721328735352
China,2022,hydro,14.670161247253418
China,2023,hydro,12.964695930480955
China,2024,hydro,13.425856590270996
Denmark,2000,hydro,0.083682008087635
Denmark,2001,hydro,0.0799147561192512
Denmark,2002,hydro,0.076726347208023
Denmark,2003,hydro,0.043506633490324
Denmark,2004,hydro,0.0745526775717735
Denmark,2005,hydro,0.0554323680698871
Denmark,2006,hydro,0.0440140850841999
Denmark,2007,hydro,0.0766479298472404
Denmark,2008,hydro,0.0822368413209915
Denmark,2009,hydro,0.0551724135875701
Denmark,2010,hydro,0.0516129024326801
Denmark,2011,hydro,0.0569638274610042
Denmark,2012,hydro,0.0654236152768135
Denmark,2013,hydro,0.0288933813571929
Denmark,2014,hydro,0.0624219700694084
Denmark,2015,hydro,0.0694926977157592
Denmark,2016,hydro,0.0657894760370254
Denmark,2017,hydro,0.0647249147295951
Denmark,2018,hydro,0.0331016220152378
Denmark,2019,hydro,0.0680966973304748
Denmark,2020,hydro,0.069979004561901
Denmark,2021,hydro,0.0607533417642116
Denmark,2022,hydro,0.0284333247691392
Denmark,2023,hydro,0.0588062368333339
Denmark,2024,hydro,0.0568504817783832
Denmark,2025,hydro,0.0598444081842899
Germany,2000,hydro,3.819316148757935
Germany,2001,hydro,3.926140785217285
Germany,2002,hydro,3.960531711578369
Germany,2003,hydro,3.043037414550781
Germany,2004,hydro,3.403871536254883
Germany,2005,hydro,3.202138900756836
Germany,2006,hydro,3.178356170654297
Germany,2007,hydro,3.3544607162475586
Germany,2008,hydro,3.232694149017334
Germany,2009,hydro,3.23661470413208
Germany,2010,hydro,3.356242179870605
Germany,2011,hydro,2.920661211013794
Germany,2012,hydro,3.509140014648437
Germany,2013,hydro,3.652590990066528
Germany,2014,hydro,3.16606068611145
Germany,2015,hydro,2.9694759845733643
Germany,2016,hydro,3.20332932472229
Germany,2017,hydro,3.126648426055908
Germany,2018,hydro,2.7978110313415527
Germany,2019,hydro,3.287839889526367
Germany,2020,hydro,3.3030436038970947
Germany,2021,hydro,3.3965065479278564
Germany,2022,hydro,3.1082417964935303
Germany,2023,hydro,4.216879367828369
Germany,2024,hydro,4.834063529968262
Germany,2025,hydro,3.9321324825286874
India,2000,hydro,13.474159240722656
India,2001,hydro,12.288213729858398
